OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LOGRECNO
368,42,101,980300,42101980300,9803,Census Tract 9803,G5020,S,7594331,24435,+40.0812065,-075.0106977,10711
369,42,101,035500,42101035500,355,Census Tract 355,G5020,S,2290053,1067,+40.0911285,-075.0293244,10669
370,42,101,035800,42101035800,358,Census Tract 358,G5020,S,1757756,2013,+40.1213169,-075.0257898,10674
371,42,101,035900,42101035900,359,Census Tract 359,G5020,S,2244717,2511,+40.1103418,-075.0151645,10675
372,42,101,036000,42101036000,360,Census Tract 360,G5020,S,2043084,638,+40.1042670,-075.0108187,10676
373,42,101,036100,42101036100,361,Census Tract 361,G5020,S,1230432,7138,+40.0987766,-074.9907481,10677
374,42,101,036203,42101036203,362.03,Census Tract 362.03,G5020,S,1475496,68020,+40.0760921,-074.9742967,10680
375,42,101,035302,42101035302,353.02,Census Tract 353.02,G5020,S,1498641,17292,+40.0730774,-074.9968713,10668
376,42,101,036201,42101036201,362.01,Census Tract 362.01,G5020,S,1031929,15195,+40.0820300,-074.9868079,10678
377,42,101,036302,42101036302,363.02,Census Tract 363.02,G5020,S,502696,0,+40.0973153,-074.9805151,10682
378,42,101,036900,42101036900,369,Census Tract 369,G5020,S,1859159,193283,+39.9494281,-075.1957548,10689
379,42,101,037300,42101037300,373,Census Tract 373,G5020,S,2573046,162376,+39.9024981,-075.1879361,10691
380,42,101,037200,42101037200,372,Census Tract 372,G5020,S,1028984,0,+39.9129487,-075.1599379,10690
381,42,101,038300,42101038300,383,Census Tract 383,G5020,S,3064496,0,+40.0108630,-075.1248984,10700
382,42,101,039000,42101039000,390,Census Tract 390,G5020,S,2032689,0,+40.0357300,-075.0938840,10707
383,42,101,037800,42101037800,378,Census Tract 378,G5020,S,3760084,1936838,+39.9805802,-075.0956845,10695
384,42,101,037700,42101037700,377,Census Tract 377,G5020,S,736894,0,+39.9824381,-075.1506932,10694
